indicx,no_cidade
"87.01","Santo André"
"89.55","Santa Rosa de Viterbo"
"120.88","Santa Branca"
"96.49","Taiúva"
"97.14","Taiaçu"
"99.35","São Sebastião"
"99.38","São Bernardo do Campo"
"83.33","São João de Iracema"
"73.88","Sud Mennucci"
"107.93","São Bento do Sapucaí"
"99.43","São Pedro"
"138.29","Santa Albertina"
"101.81","Sete Barras"
"129.62","São Francisco"
"112.74","Santa Rita do Passa Quatro"
"96.11","Tabatinga"
"122.22","Santana da Ponte Pensa"
"111.80","Santo Antônio de Posse"
"114.57","Tremembé"
"108.92","Santo Anastácio"
"108.22","Taguaí"
"102.77","Santa Mercedes"
"97.87","São Pedro do Turvo"
"129.23","Santa Ernestina"
"120.68","Serra Azul"
"87.58","Tupã"
"104.16","Tietê"
"100.36","Tanabi"
"91.98","São José do Rio Preto"
"128.57","Santa Salete"
"99.52","Socorro"
"97.68","São João da Boa Vista"
"100.54","Taubaté"
"110.54","Tatuí"
"90.33","Taquaritinga"
"97.19","Torrinha"
"152.63","Trabiju"
"117.17","São Simão"
"91.67","São Carlos"
"83.33","Santa Cruz da Conceição"
"99.39","Santana de Parnaíba"
"100.96","São José do Rio Pardo"
"86.09","Santos"
"138.09","Santa Cruz da Esperança"
"101.63","Santo Antônio do Jardim"
"90.16","Três Fronteiras"
"107.70","Ubatuba"
"98.06","Serrana"
"115.10","Tarumã"
"100.91","Tapiraí"
"99.66","Serra Negra"
"100.00","Ubirajara"
"101.05","Santo Antônio do Pinhal"
"135.82","Ubarana"
"96.10","São Caetano do Sul"
"110.88","São Miguel Arcanjo"
"106.37","Severínia"
"93.47","São Manuel"
"95.69","Santa Cruz do Rio Pardo"
"82.53","Santópolis do Aguapeí"
"100.37","Sorocaba"
"100.00","São João das Duas Pontes"
"141.66","São José do Barreiro"
"118.30","Tejupá"
"112.50","Taquaral"
"94.26","Terra Roxa"
"106.24","São Roque"
"89.40","São Sebastião da Grama"
"100.00","São João do Pau d'Alho"
"100.00","Tarabai"
"108.12","Teodoro Sampaio"
"118.87","Santa Gertrudes"
"108.77","Tupi Paulista"
"108.10","Tabapuã"
"103.17","São José da Bela Vista"
"113.93","Taquarituba"
"98.93","Taboão da Serra"
"131.25","Turiúba"
"106.32","Tapiratiba"
"114.75","Silveiras"
"109.63","Santa Maria da Serra"
"103.95","Sertãozinho"
"90.24","Suzanápolis"
"91.67","São Paulo"
"112.17","Coronel Vivida"
"111.11","Corumbataí do Sul"
"109.99","Cambé"
"102.32","Bom Sucesso do Sul"
"116.82","Boa Vista da Aparecida"
"106.05","Cambará"
"123.07","Urupês"
"103.67","Astorga"
"98.74","Campina Grande do Sul"
"90.19","Valparaíso"
"94.52","Catanduvas"
"100.75","Barracão"
"97.97","Candói"
"107.19","Votorantim"
"99.77","Vinhedo"
"101.29","Braganey"
"93.95","Corbélia"
"118.07","Cambira"
"112.12","Ângulo"
"127.74","Contenda"
"99.53","Capanema"
"89.91","Assaí"
"92.30","Vargem"
"87.39","Altônia"
"90.80","Andirá"
"102.33","Campo Magro"
"96.82","Cruzeiro do Iguaçu"
"97.90","Cidade Gaúcha"
"84.55","Barbosa Ferraz"
"146.80","Adrianópolis"
"97.91","Almirante Tamandaré"
"133.96","Agudos do Sul"
"141.40","Carlópolis"
"103.53","Congonhinhas"
"92.50","Coronel Domingos Soares"
"132.25","Cafeara"
"114.94","Vista Alegre do Alto"
"95.11","Bandeirantes"
"119.69","Carambeí"
"118.07","Alvorada do Sul"
"115.67","Bela Vista do Paraíso"
"83.58","Chavantes"
"152.67","Estiva Gerbi"
"127.83","Cafelândia"
"92.68","Brasilândia do Sul"
"144.65","Balsa Nova"
"98.95","Califórnia"
"91.30","Campina do Simão"
"96.52","Apucarana"
"103.93","Cascavel"
"109.17","Viradouro"
"102.10","Castro"
"106.11","Colombo"
"84.94","Cerro Azul"
"109.61","Altamira do Paraná"
"109.05","Chopinzinho"
"124.05","Araruna"
"264.28","Vitória Brasil"
"115.51","Cândido de Abreu"
"95.23","Amaporã"
"105.88","Ariranha do Ivaí"
"104.55","Várzea Paulista"
"98.44","Cantagalo"
"114.52","Antonina"
"123.34","Votuporanga"
"94.13","Vargem Grande do Sul"
"74.54","Cafezal do Sul"
"111.40","Centenário do Sul"
"106.50","Campo do Tenente"
"108.59","Arapongas"
"82.54","Bituruna"
"72.72","Vera Cruz"
"116.45","Antônio Olinto"
"98.02","Campo Largo"
"125.40","Campina da Lagoa"
"129.54","Vargem Grande Paulista"
"104.30","Borrazópolis"
"156.25","Conselheiro Mairinck"
"123.52","Bom Jesus do Sul"
"205.12","Bela Vista da Caroba"
"84.68","Ampére"
"102.12","Arapuã"
"130.12","Abatiá"
"107.21","Araucária"
"98.83","Boa Ventura de São Roque"
"157.95","Bocaiúva do Sul"
"118.51","Zacarias"
"94.23","Boa Esperança"
"150.00","Uru"
"121.60","Alto Piquiri"
"112.97","Valentim Gentil"
"115.11","Urânia"
"102.01","Assis Chateaubriand"
"61.19","Campo Bonito"
"100.00","Atalaia"
"96.65","Arapoti"
"93.25","Cornélio Procópio"
"121.60","Alto Paraná"
"80.00","Céu Azul"
"182.35","União Paulista"
"94.13","Valinhos"
"120.00","Bom Sucesso"
"96.22","Colorado"
"111.46","Campo Mourão"
"106.00","Uchoa"
"97.14","Anahy"
"88.53","Capitão Leônidas Marques"
"148.27","Boa Esperança do Iguaçu"
"138.88","Barra do Jacaré"
"98.31","Cianorte"
"96.98","Clevelândia"
"122.85","Jundiaí do Sul"
"79.62","Entre Rios do Oeste"
"94.45","Londrina"
"92.20","Ibiporã"
"94.97","Jacarezinho"
"98.25","Goioerê"
"94.36","Ivaí"
"89.95","Guaraniaçu"
"116.86","Foz do Jordão"
"100.00","Cruzmaltina"
"98.52","Guapirama"
"104.89","Mangueirinha"
"95.16","General Carneiro"
"120.33","Guaraci"
"92.91","Cruzeiro do Oeste"
"133.28","Fazenda Rio Grande"
"76.63","Jussara"
"91.74","Japurá"
"77.00","Itambaracá"
"101.14","Irati"
"86.39","Joaquim Távora"
"130.72","Engenheiro Beltrão"
"100.00","Diamante do Norte"
"95.65","Farol"
"91.66","Japira"
"123.70","Mallet"
"80.85","Iporã"
"87.50","Floresta"
"97.72","Lobato"
"133.33","Enéas Marques"
"80.95","Esperança Nova"
"107.95","Jataizinho"
"103.69","Foz do Iguaçu"
"78.12","Ivatuba"
"82.92","Diamante do Sul"
"94.71","Mamborê"
"120.00","Guaporema"
"155.29","Ivaté"
"109.05","Jandaia do Sul"
"106.81","Fênix"
"129.22","Ivaiporã"
"99.33","Loanda"
"76.00","Leópolis"
"115.78","Iracema do Oeste"
"95.38","Janiópolis"
"124.00","Doutor Camargo"
"115.11","Fernandes Pinheiro"
"117.77","Iguaraçu"
"85.18","Jardim Olinda"
"126.36","Itapejara d'Oeste"
"99.00","Laranjal"
"122.92","Jaguapitã"
"120.50","Guaíra"
"108.54","Goioxim"
"127.04","Itaipulândia"
"117.10","Ibaiti"
"136.95","Indianópolis"
"108.91","Icaraíma"
"93.87","Godoy Moreira"
"100.00","Inajá"
"70.58","Honório Serpa"
"103.65","Espigão Alto do Iguaçu"
"125.18","Jardim Alegre"
"97.50","Cruzeiro do Sul"
"112.34","Mandaguaçu"
"118.86","Itaperuçu"
"133.73","Ibema"
"85.88","Formosa do Oeste"
"112.69","Guaratuba"
"124.07","Itaguajé"
"85.45","Imbaú"
"121.05","Itambé"
"108.62","Luiziana"
"95.01","Mandirituba"
"99.30","Imbituva"
"85.05","Diamante D'Oeste"
"105.26","Kaloré"
"99.77","Laranjeiras do Sul"
"112.00","Florestópolis"
"152.00","Flórida"
"119.84","Iretama"
"183.57","Lapa"
"98.55","Jaguariaíva"
"75.75","Iguatu"
"58.92","Manfrinópolis"
"100.00","Itaúna do Sul"
"118.51","Francisco Alves"
"99.75","Curitiba"
"143.05","Juranda"
"87.85","Guairaçá"
"101.43","Guarapuava"
"67.50","Lunardelli"
"89.09","Floraí"
"126.08","Lidianópolis"
"76.99","Jesuítas"
"100.00","Figueira"
"117.06","Mandaguari"
"82.88","Inácio Martins"
"159.09","Flor da Serra do Sul"
"93.50","Ipiranga"
"135.92","Guaraqueçaba"
"127.45","Douradina"
"124.13","Lindoeste"
"87.02","Cruz Machado"
"117.00","Guamiranga"
"94.89","Faxinal"
"137.93","Lupionópolis"
"73.73","Grandes Rios"
"110.19","Curiúva"
"95.39","Dois Vizinhos"
"167.74","Jaboti"
"94.82","Francisco Beltrão"
"91.61","Pinhão"
"108.41","Nova Esperança"
"121.05","Maripá"
"108.53","Realeza"
"104.13","Rolândia"
"90.66","Pranchita"
"101.50","Moreira Sales"
"106.45","Novo Itacolomi"
"111.93","Paiçandu"
"80.61","Marmeleiro"
"77.10","Paranacity"
"108.53","Rio Branco do Sul"
"121.12","Palotina"
"142.85","Pitangueiras"
"108.84","Marechal Cândido Rondon"
"80.33","Morretes"
"93.86","Paraíso do Norte"
"140.00","Quatro Pontes"
"76.92","Nova Olímpia"
"103.72","Piraí do Sul"
"93.10","Nova Santa Bárbara"
"104.18","Palmital"
"107.91","Ortigueira"
"88.00","Planaltina do Paraná"
"118.88","Nova Cantu"
"140.62","Pinhal de São Bento"
"85.71","Porto Vitória"
"90.84","Mariluz"
"116.66","Maria Helena"
"83.63","Mato Rico"
"96.92","Rio Negro"
"101.49","Quinta do Sol"
"89.33","Paula Freitas"
"108.62","Nova Prata do Iguaçu"
"133.33","Nova América da Colina"
"125.45","Rio Branco do Ivaí"
"125.86","Porto Amazonas"
"100.00","Pato Branco"
"130.37","Peabiru"
"119.69","Perobal"
"116.66","Rancho Alegre"
"108.33","Nova Santa Rosa"
"103.36","Reserva do Iguaçu"
"135.29","Miraselva"
"95.23","Nova Aliança do Ivaí"
"122.61","Marilena"
"132.14","Quarto Centenário"
"85.00","Paranapoema"
"106.28","Medianeira"
"133.33","Pinhalão"
"96.98","Ponta Grossa"
"114.86","Maringá"
"82.57","Missal"
"90.17","Palmeira"
"100.65","Mauá da Serra"
"84.70","Renascença"
"105.84","Nova Londrina"
"165.21","Mirador"
"117.17","Piraquara"
"95.04","Rio Bonito do Iguaçu"
"96.93","Reserva"
"117.39","Ribeirão Claro"
"108.63","Pontal do Paraná"
"106.75","Marquinho"
"91.52","Ramilândia"
"100.57","Paranaguá"
"121.77","Pitanga"
"91.42","Munhoz de Melo"
"107.37","Pérola"
"75.97","Porecatu"
"125.00","Quatro Barras"
"114.66","Pérola d'Oeste"
"97.95","Primeiro de Maio"
"106.41","Nova Tebas"
"93.26","Nova Fátima"
"192.82","Quitandinha"
"77.93","Rebouças"
"105.12","Ourizona"
"93.98","Paranavaí"
"92.68","Ouro Verde do Oeste"
"100.00","Nossa Senhora das Graças"
"82.92","Paulo Frontin"
"95.23","Rio Bom"
"80.98","Planalto"
"79.31","Porto Rico"
"102.77","Mercedes"
"97.82","Nova Aurora"
"109.58","Matelândia"
"100.00","Pato Bragado"
"95.69","Palmas"
"72.91","Porto Barreiro"
"119.17","Marialva"
"171.42","Piên"
"120.00","Prado Ferreira"
"116.37","Quedas do Iguaçu"
"95.78","Pinhais"
"72.36","Nova Esperança do Sudoeste"
"99.85","Prudentópolis"
"100.00","Rio Azul"
"100.00","Roncador"
"109.24","Querência do Norte"
"114.45","Quatiguá"
"120.00","Presidente Castelo Branco"
"110.73","Ribeirão do Pinhal"
"140.00","Marilândia do Sul"
"119.27","Mariópolis"
"122.22","Rancho Alegre D'Oeste"
"97.22","Manoel Ribas"
"105.09","Matinhos"
"138.46","Marumbi"
"103.50","Nova Laranjeiras"
"88.37","Rosário do Ivaí"
"81.91","Tomazina"
"112.82","Santo Antônio do Sudoeste"
"101.92","Araranguá"
"109.61","Tijucas do Sul"
"105.55","Salto do Itararé"
"89.23","Virmond"
"88.65","Água Doce"
"86.09","Santa Mariana"
"144.68","São João do Ivaí"
"98.30","Turvo"
"93.79","São Pedro do Ivaí"
"95.55","Santa Mônica"
"100.96","Armazém"
"108.06","Tamboara"
"113.77","Abelardo Luz"
"99.41","Salto do Lontra"
"117.39","Santo Antônio do Paraíso"
"90.46","Telêmaco Borba"
"182.50","Águas Mornas"
"107.19","São Mateus do Sul"
"96.01","Ubiratã"
"112.63","Santa Isabel do Ivaí"
"107.87","Tamarana"
"115.90","Sertanópolis"
"128.57","Arvoredo"
"140.32","Santo Inácio"
"100.00","Arroio Trinta"
"132.25","Abdon Batista"
"104.30","Umuarama"
"126.66","Apiúna"
"106.77","Angelina"
"102.40","Ascurra"
"116.66","São Pedro do Paraná"
"72.72","Anchieta"
"95.12","São Pedro do Iguaçu"
"73.91","Alto Paraíso"
"147.19","São Sebastião da Amoreira"
"99.44","São Miguel do Iguaçu"
"65.00","Santa Inês"
"82.97","Águas de Chapecó"
"112.06","Salgado Filho"
"96.36","Santa Cecília do Pavão"
"168.75","Doutor Ulysses"
"105.58","Terra Roxa"
"101.26","Sapopema"
"65.21","Anitápolis"
"110.34","Sertaneja"
"140.42","Santa Lúcia"
"148.43","Tupãssi"
"109.09","Vera Cruz do Oeste"
"108.69","Xambrê"
"97.22","Wenceslau Braz"
"94.87","Ouro Preto do Oeste"
"135.16","Anamã"
"157.54","Chupinguaia"
"122.44","Nova União"
"110.50","Mirante da Serra"
"89.06","Boa Vista do Ramos"
"94.13","Alto Paraíso"
"158.27","Urupá"
"176.07","Manaquiri"
"100.82","Manacapuru"
"102.12","Rio Crespo"
